VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-01-01 00:46:40,2019-01-01 00:53:20,1,1.50,1,N,151,239,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,2019-01-01 00:59:47,2019-01-01 01:18:59,1,2.60,1,N,239,246,1,14,0.5,0.5,1,0,0.3,16.3,
2,2018-12-21 13:48:30,2018-12-21 13:52:40,3,.00,1,N,236,236,1,4.5,0.5,0.5,0,0,0.3,5.8,
2,2018-11-28 15:52:25,2018-11-28 15:55:45,5,.00,1,N,193,193,2,3.5,0.5,0.5,0,0,0.3,7.55,
2,2018-11-28 15:56:57,2018-11-28 15:58:33,5,.00,2,N,193,193,2,52,0,0.5,0,0,0.3,55.55,
2,2018-11-28 16:25:49,2018-11-28 16:28:26,5,.00,1,N,193,193,2,3.5,0.5,0.5,0,5.76,0.3,13.31,
2,2018-11-28 16:29:37,2018-11-28 16:33:43,5,.00,2,N,193,193,2,52,0,0.5,0,0,0.3,55.55,
1,2019-01-01 00:21:28,2019-01-01 00:28:37,1,1.30,1,N,163,229,1,6.5,0.5,0.5,1.25,0,0.3,9.05,
1,2019-01-01 00:32:01,2019-01-01 00:45:39,1,3.70,1,N,229,7,1,13.5,0.5,0.5,3.7,0,0.3,18.5,
1,2019-01-01 00:57:32,2019-01-01 01:09:32,2,2.10,1,N,141,234,1,10,0.5,0.5,1.7,0,0.3,13,
1,2019-01-01 00:24:04,2019-01-01 00:47:06,2,2.80,1,N,246,162,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,2019-01-01 00:21:59,2019-01-01 00:28:24,1,.70,1,N,238,151,1,5.5,0.5,0.5,1.7,0,0.3,8.5,
1,2019-01-01 00:45:21,2019-01-01 01:31:05,1,8.70,1,N,163,25,1,34.5,0.5,0.5,7.15,0,0.3,42.95,
1,2019-01-01 00:43:19,2019-01-01 01:07:42,1,6.30,1,N,224,25,1,21.5,0.5,0.5,5.7,0,0.3,28.5,
1,2019-01-01 00:58:24,2019-01-01 01:15:18,1,2.70,1,N,141,234,1,13,0.5,0.5,1,0,0.3,15.3,
2,2019-01-01 00:23:14,2019-01-01 00:25:40,1,.38,1,N,170,170,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,2019-01-01 00:39:51,2019-01-01 00:48:02,1,.55,1,N,170,170,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
2,2019-01-01 00:46:00,2019-01-01 00:49:07,1,.30,1,N,107,107,1,4,0.5,0.5,1.06,0,0.3,6.36,
2,2019-01-01 00:57:45,2019-01-01 01:03:51,1,1.42,1,N,170,141,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:16:16,2019-01-01 00:25:57,1,1.72,1,N,41,247,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:46:43,2019-01-01 00:47:02,1,.06,1,N,116,42,2,2.5,0.5,0.5,0,0,0.3,3.8,
1,2019-01-01 00:48:01,2019-01-01 01:00:23,1,1.50,1,N,113,90,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,2019-01-01 00:55:27,2019-01-01 01:11:50,1,1.20,1,N,161,170,1,10.5,0.5,0.5,2.95,0,0.3,14.75,
1,2019-01-01 00:19:55,2019-01-01 00:57:56,1,12.30,1,N,138,50,1,38,0.5,0.5,4,5.76,0.3,49.06,
1,2019-01-01 00:13:53,2019-01-01 00:22:11,1,1.30,1,N,144,261,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,2019-01-01 00:26:21,2019-01-01 00:39:39,1,1.90,1,N,231,79,1,10.5,0.5,0.5,2,0,0.3,13.8,
1,2019-01-01 00:50:06,2019-01-01 01:11:36,1,4.60,1,N,107,181,2,19,0.5,0.5,0,0,0.3,20.3,
1,2019-01-01 00:17:00,2019-01-01 00:22:39,3,.60,1,N,161,229,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,2019-01-01 00:32:59,2019-01-01 00:32:59,3,.00,1,Y,237,264,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,2019-01-01 00:43:19,2019-01-01 00:58:09,2,3.00,1,N,263,107,1,12,0.5,0.5,2.65,0,0.3,15.95,
2,2019-01-01 00:52:37,2019-01-01 01:03:42,1,2.10,1,N,151,142,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:11:45,2019-01-01 00:40:51,1,6.57,1,N,231,238,1,24,0.5,0.5,5.06,0,0.3,30.36,
2,2019-01-01 00:43:28,2019-01-01 00:49:42,1,1.03,2,N,238,239,2,52,0,0.5,0,0,0.3,52.8,
2,2019-01-01 00:08:20,2019-01-01 00:41:51,2,19.13,2,N,132,238,1,52,0,0.5,11.71,5.76,0.3,70.27,
2,2019-01-01 00:47:21,2019-01-01 00:53:34,2,1.43,1,N,239,236,2,7,0.5,0.5,0,0,0.3,8.3,
1,2019-01-01 00:17:49,2019-01-01 00:30:37,1,4.20,1,N,264,229,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,2019-01-01 00:41:07,2019-01-01 01:51:53,1,11.20,1,N,141,83,2,46.5,0.5,0.5,0,0,0.3,47.8,
1,2019-01-01 00:15:02,2019-01-01 00:22:33,4,1.50,1,N,151,142,2,8,0.5,0.5,0,0,0.3,9.3,
1,2019-01-01 00:27:26,2019-01-01 00:39:53,2,3.10,1,N,142,263,1,11.5,0.5,0.5,1.5,0,0.3,14.3,
1,2019-01-01 00:42:56,2019-01-01 00:46:41,2,.70,1,N,263,140,2,4.5,0.5,0.5,0,0,0.3,5.8,
1,2019-01-01 00:52:41,2019-01-01 00:57:31,2,1.20,1,N,229,141,2,6,0.5,0.5,0,0,0.3,7.3,
1,2019-01-01 00:37:30,2019-01-01 00:51:52,2,1.30,1,N,249,234,1,10,0.5,0.5,2.25,0,0.3,13.55,
1,2019-01-01 00:56:14,2019-01-01 01:07:06,3,1.70,1,N,137,161,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:55:26,2019-01-01 01:30:46,3,5.23,1,N,90,181,1,24.5,0.5,0.5,4,0,0.3,29.8,
1,2019-01-01 00:33:40,2019-01-01 00:39:27,2,.80,1,N,170,137,1,5.5,0.5,0.5,2,0,0.3,8.8,
1,2019-01-01 00:46:44,2019-01-01 00:56:18,2,1.10,1,N,162,140,1,7.5,0.5,0.5,1.75,0,0.3,10.55,
1,2019-01-01 00:57:32,2019-01-01 01:18:34,1,8.00,1,N,140,243,2,24.5,0.5,0.5,0,0,0.3,25.8,
2,2019-01-01 00:26:14,2019-01-01 00:40:31,1,4.10,1,N,137,75,1,14,0.5,0.5,0,0,0.3,15.3,
2,2019-01-01 00:44:26,2019-01-01 00:55:29,1,2.69,1,N,236,41,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:57:35,2019-01-01 01:13:14,1,4.36,1,N,41,50,1,15.5,0.5,0.5,3.36,0,0.3,20.16,
2,2019-01-01 00:36:09,2019-01-01 00:54:41,2,3.79,1,N,68,88,1,14.5,0.5,0.5,4.74,0,0.3,20.54,
1,2019-02-01 00:59:04,2019-02-01 01:07:27,1,2.10,1,N,48,234,1,9,0.5,0.5,2,0,0.3,12.3,0
1,2019-02-01 00:33:09,2019-02-01 01:03:58,1,9.80,1,N,230,93,2,32,0.5,0.5,0,0,0.3,33.3,0
1,2019-02-01 00:09:03,2019-02-01 00:09:16,1,.00,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8,0
1,2019-02-01 00:45:38,2019-02-01 00:51:10,1,.80,1,N,95,95,2,5.5,0.5,0.5,0,0,0.3,6.8,0
1,2019-02-01 00:25:30,2019-02-01 00:28:14,1,.80,1,N,140,263,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2019-02-01 00:38:02,2019-02-01 00:40:57,1,.80,1,N,229,141,2,4.5,0.5,0.5,0,0,0.3,5.8,0
1,2019-02-01 00:06:49,2019-02-01 00:10:34,1,.90,1,N,75,41,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2019-02-01 00:04:04,2019-02-01 00:24:27,1,2.80,1,N,246,229,2,14,0.5,0.5,0,0,0.3,15.3,0
1,2019-02-01 00:28:20,2019-02-01 00:40:31,1,2.10,1,N,79,232,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,2019-01-31 23:16:28,2019-01-31 23:19:11,1,.49,1,N,170,234,1,4,0.5,0.5,1.7,0,0.3,7,0
2,2019-01-31 23:28:02,2019-01-31 23:36:34,1,1.61,1,N,107,161,1,8,0.5,0.5,2.32,0,0.3,11.62,0
2,2019-01-31 23:55:34,2019-02-01 00:03:58,1,1.50,1,N,107,148,1,7.5,0.5,0.5,1.76,0,0.3,10.56,0
1,2019-02-01 00:15:53,2019-02-01 00:25:41,2,1.80,1,N,68,246,1,9,0.5,0.5,2.05,0,0.3,12.35,0
1,2019-02-01 00:28:54,2019-02-01 00:33:51,1,.80,1,N,246,68,1,5.5,0.5,0.5,2,0,0.3,8.8,0
1,2019-02-01 00:21:20,2019-02-01 00:25:13,1,.40,1,N,161,162,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,2019-01-31 23:58:23,2019-02-01 00:22:45,1,4.43,1,N,161,249,1,18.5,0.5,0.5,4.95,0,0.3,24.75,0
1,2019-02-01 00:43:11,2019-02-01 00:48:33,1,1.00,1,N,144,232,2,6,0.5,0.5,0,0,0.3,7.3,0
1,2019-02-01 00:15:39,2019-02-01 00:32:28,1,9.00,1,N,185,166,1,26,0.5,0.5,7.5,0,0.3,34.8,0
1,2019-02-01 00:08:17,2019-02-01 00:16:56,1,1.80,1,N,163,239,1,8.5,0.5,0.5,1.95,0,0.3,11.75,0
1,2019-02-01 00:29:15,2019-02-01 00:51:04,1,10.30,1,N,161,18,1,30,0.5,0.5,3,0,0.3,34.3,0
2,2019-02-01 00:52:06,2019-02-01 00:57:04,1,.55,1,N,246,100,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2019-02-01 00:29:02,2019-02-01 00:45:22,1,5.90,1,N,263,244,1,20.5,0.5,0.5,3,0,0.3,24.8,0
2,2019-02-01 00:25:02,2019-02-01 00:49:28,1,17.46,2,N,132,161,2,52,0,0.5,0,5.76,0.3,58.56,0
1,2019-02-01 00:59:03,2019-02-01 01:18:24,1,5.10,1,N,138,56,1,18,0.5,0.5,0,0,0.3,19.3,0
1,2019-02-01 00:35:48,2019-02-01 00:45:44,1,2.90,1,N,148,229,1,11,0.5,0.5,2.5,0,0.3,14.8,0
2,2019-02-01 00:16:09,2019-02-01 00:33:14,2,4.46,1,N,186,263,1,16,0.5,0.5,2,0,0.3,19.3,0
2,2019-02-01 00:23:51,2019-02-01 00:24:55,1,.32,1,N,148,148,1,3,0.5,0.5,1.08,0,0.3,5.38,0
2,2019-02-01 00:12:40,2019-02-01 00:23:26,1,1.82,1,N,48,234,1,9,0.5,0.5,3.09,0,0.3,13.39,0
1,2019-02-01 00:12:15,2019-02-01 01:09:47,1,18.90,1,N,137,117,1,59,0.5,0.5,0,7.92,0.3,68.22,0
2,2019-02-01 00:56:16,2019-02-01 01:19:39,1,7.08,1,N,170,116,1,24,0.5,0.5,0.8,0,0.3,26.1,0
1,2019-02-01 00:49:32,2019-02-01 00:57:29,1,1.30,1,N,80,112,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2019-02-01 00:59:54,2019-02-01 01:17:13,1,3.40,1,N,112,37,1,14,0.5,0.5,3.8,0,0.3,19.1,0
2,2019-02-01 00:47:50,2019-02-01 01:23:37,2,21.77,2,N,132,261,1,52,0,0.5,10.56,0,0.3,63.36,0
1,2019-02-01 00:18:41,2019-02-01 00:25:26,2,1.40,1,N,164,90,1,7,0.5,0.5,1.65,0,0.3,9.95,0
1,2019-02-01 00:27:24,2019-02-01 00:31:27,1,.70,1,N,90,234,1,5,0.5,0.5,1.55,0,0.3,7.85,0
1,2019-02-01 00:46:54,2019-02-01 00:54:30,1,.90,1,N,249,79,1,7,0.5,0.5,0,0,0.3,8.3,0
1,2019-02-01 00:14:21,2019-02-01 00:16:55,1,.40,1,N,79,113,1,4,0.5,0.5,1.05,0,0.3,6.35,0
1,2019-02-01 00:37:37,2019-02-01 00:48:35,1,2.80,1,N,246,163,1,11,0.5,0.5,2.45,0,0.3,14.75,0
1,2019-02-01 00:08:51,2019-02-01 00:13:58,1,.60,1,N,237,141,1,5,0.5,0.5,1,0,0.3,7.3,0
1,2019-02-01 00:38:26,2019-02-01 00:42:57,1,.50,1,N,237,237,2,4,0.5,0.5,0,0,0.3,5.3,0
1,2019-02-01 00:44:51,2019-02-01 00:54:53,1,2.20,1,N,237,48,1,9.5,0.5,0.5,2.16,0,0.3,12.96,0
1,2019-02-01 00:09:07,2019-02-01 00:12:52,1,.90,1,N,43,48,1,5,0.5,0.5,5,0,0.3,11.3,0
1,2019-02-01 00:19:51,2019-02-01 00:32:58,1,4.10,1,N,163,158,1,14,0.5,0.5,3.05,0,0.3,18.35,0
1,2019-02-01 00:03:28,2019-02-01 00:35:26,1,3.60,1,N,13,4,2,22,0.5,0.5,0,0,0.3,23.3,0
1,2019-02-01 00:06:37,2019-02-01 00:42:40,1,7.00,1,N,48,17,1,28,0.5,0.5,7.3,0,0.3,36.6,0
2,2019-02-01 00:37:09,2019-02-01 00:43:33,1,.69,1,N,79,148,2,6,0.5,0.5,0,0,0.3,7.3,0
1,2019-02-01 00:10:53,2019-02-01 00:33:07,1,15.90,1,N,132,202,2,43,0.5,0.5,0,0,0.3,44.3,0
1,2019-02-01 00:34:43,2019-02-01 00:45:00,1,2.00,2,N,141,50,1,52,0,0.5,5,0,0.3,57.8,0
1,2019-02-01 00:31:12,2019-02-01 00:54:53,2,4.60,1,N,148,17,1,19,0.5,0.5,6.05,0,0.3,26.35,0
2,2019-02-01 00:11:08,2019-02-01 00:16:32,2,.59,1,N,170,137,1,5.5,0.5,0.5,1.7,0,0.3,8.5,0
2,2019-02-01 00:30:05,2019-02-01 00:34:34,2,.69,1,N,107,224,1,5,0.5,0.5,1.89,0,0.3,8.19,0
2,2019-02-01 00:48:43,2019-02-01 00:51:24,1,.66,1,N,141,262,1,4.5,0.5,0.5,1.8,0,0.3,7.6,0
1,2019-02-01 00:03:26,2019-02-01 00:31:11,1,9.80,1,N,13,129,1,32,0.5,0.5,2,0,0.3,35.3,0
1,2019-02-01 00:06:52,2019-02-01 00:13:03,1,1.50,1,N,244,116,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2019-02-01 00:20:09,2019-02-01 00:59:36,1,6.80,1,N,249,112,1,29.5,0.5,0.5,6.15,0,0.3,36.95,0
1,2019-03-01 00:24:41,2019-03-01 00:25:31,1,.00,1,N,145,145,2,2.5,0.5,0.5,0,0,0.3,3.8,0
1,2019-03-01 00:25:27,2019-03-01 00:36:37,2,3.70,1,N,95,130,1,13,0.5,0.5,0.7,0,0.3,15,0
1,2019-03-01 00:05:21,2019-03-01 00:38:23,1,14.10,1,N,249,28,1,41,3,0.5,10.1,5.76,0.3,60.66,2.5
1,2019-03-01 00:48:55,2019-03-01 01:06:03,1,9.60,1,N,138,98,2,27,0.5,0.5,0,0,0.3,28.3,0
1,2019-03-01 00:11:42,2019-03-01 00:16:40,1,.80,1,N,48,48,1,5.5,3,0.5,3,0,0.3,12.3,2.5
1,2019-03-01 00:45:03,2019-03-01 00:49:38,1,1.20,1,N,246,48,2,6,3,0.5,0,0,0.3,9.8,2.5
1,2019-03-01 00:02:37,2019-03-01 00:07:30,1,.60,1,Y,239,238,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2019-02-28 19:52:45,2019-02-28 20:01:54,1,5.65,1,N,132,197,2,17,0.5,0.5,0,0,0.3,18.3,0
2,2019-03-01 00:14:23,2019-03-01 00:19:17,1,1.16,1,N,229,170,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,2019-03-01 00:19:09,2019-03-01 00:23:30,1,.71,1,N,137,234,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2019-03-01 00:06:46,2019-03-01 00:17:09,5,2.63,1,N,231,246,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
1,2019-03-01 00:00:46,2019-03-01 00:26:41,1,5.00,1,N,230,7,3,20.5,3,0.5,0,0,0.3,24.3,2.5
2,2019-03-01 00:00:40,2019-03-01 00:49:26,2,14.04,1,N,170,123,1,45.5,0.5,0.5,14.79,0,0.3,64.09,2.5
1,2019-03-01 00:21:46,2019-03-01 00:30:25,1,2.00,1,N,143,263,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,2019-03-01 00:25:16,2019-03-01 00:31:39,5,2.11,1,N,229,236,1,8,0.5,0.5,2,0,0.3,13.8,2.5
1,2019-03-01 00:03:09,2019-03-01 00:49:16,1,6.80,1,N,162,49,2,31.5,3,0.5,0,0,0.3,35.3,2.5
2,2019-03-01 00:55:49,2019-03-01 01:11:06,1,5.97,1,N,152,153,2,19,0.5,0.5,0,0,0.3,20.3,0
1,2019-03-01 00:35:42,2019-03-01 00:47:06,1,3.40,1,N,162,74,1,12,3,0.5,1.5,0,0.3,17.3,2.5
2,2019-03-01 00:45:03,2019-03-01 01:14:25,1,16.89,2,N,132,229,1,52,0,0.5,11.06,0,0.3,66.36,2.5
1,2019-03-01 00:42:38,2019-03-01 01:02:58,1,5.40,1,N,25,246,1,19.5,3,0.5,3.5,0,0.3,26.8,2.5
1,2019-03-01 00:26:45,2019-03-01 00:45:42,0,10.60,1,N,138,144,1,30,3,0.5,6.75,0,0.3,40.55,2.5
1,2019-03-01 00:54:07,2019-03-01 01:01:53,0,1.80,1,N,144,90,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,2019-03-01 00:25:52,2019-03-01 00:31:29,1,1.00,1,N,249,125,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,2019-03-01 00:17:10,2019-03-01 00:41:03,1,6.10,1,N,137,7,2,21.5,3,0.5,0,0,0.3,25.3,2.5
2,2019-03-01 00:40:30,2019-03-01 01:01:37,3,4.49,1,N,107,25,1,18,0.5,0.5,4.36,0,0.3,26.16,2.5
2,2019-03-01 00:12:19,2019-03-01 00:53:34,4,18.66,2,N,132,68,1,52,0,0.5,15.26,5.76,0.3,76.32,2.5
2,2019-03-01 00:13:43,2019-03-01 00:21:39,2,1.67,1,N,107,161,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-03-01 00:10:51,2019-03-01 00:28:23,1,3.35,1,N,162,231,1,14,0.5,0.5,2.67,0,0.3,20.47,2.5
2,2019-03-01 00:46:39,2019-03-01 00:55:10,1,1.62,1,N,231,88,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
1,2019-03-01 00:11:09,2019-03-01 00:12:40,1,.10,1,N,161,161,2,3,3,0.5,0,0,0.3,6.8,2.5
1,2019-03-01 00:42:29,2019-03-01 00:58:55,1,4.00,1,N,137,143,1,14.5,3,0.5,3,0,0.3,21.3,2.5
1,2019-03-01 00:18:31,2019-03-01 00:21:14,2,.50,1,N,148,79,1,4,3,0.5,1.5,0,0.3,9.3,2.5
1,2019-03-01 00:31:33,2019-03-01 00:49:14,0,2.50,1,N,68,144,1,12.5,3,0.5,1,0,0.3,17.3,2.5
1,2019-03-01 00:04:03,2019-03-01 00:12:11,1,1.50,1,N,164,68,2,8,3,0.5,0,0,0.3,11.8,2.5
1,2019-03-01 00:54:39,2019-03-01 01:00:48,1,1.50,1,N,48,237,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2019-03-01 00:04:37,2019-03-01 00:57:05,1,6.40,1,N,142,256,1,33.5,3,0.5,9.3,0,0.3,46.6,2.5
1,2019-03-01 00:03:34,2019-03-01 00:29:47,1,10.80,1,N,132,225,1,32,0.5,0.5,6.65,0,0.3,39.95,0
1,2019-03-01 00:35:05,2019-03-01 00:37:30,1,.50,1,N,61,61,2,4,0.5,0.5,0,0,0.3,5.3,0
1,2019-03-01 00:07:06,2019-03-01 00:28:01,0,8.70,1,N,144,89,1,26.5,3,0.5,4.7,0,0.3,35,2.5
1,2019-03-01 00:13:24,2019-03-01 00:18:10,1,1.10,1,N,140,162,1,5.5,3,0.5,1.86,0,0.3,11.16,2.5
1,2019-03-01 00:47:57,2019-03-01 01:04:20,1,8.70,1,N,87,14,1,25.5,3,0.5,5,0,0.3,34.3,2.5
1,2019-03-01 00:19:02,2019-03-01 00:39:47,1,5.80,1,N,237,244,2,19,3,0.5,0,0,0.3,22.8,2.5
2,2019-02-28 23:59:46,2019-03-01 00:03:57,1,.82,1,N,234,170,1,5,0.5,0.5,2,0,0.3,10.8,2.5
2,2019-03-01 00:18:07,2019-03-01 00:26:39,1,.98,1,N,107,114,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-03-01 00:43:53,2019-03-01 00:54:13,1,3.68,1,N,79,75,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
1,2019-03-01 00:44:26,2019-03-01 01:18:20,1,19.60,2,N,132,249,1,52,2.5,0.5,12.2,5.76,0.3,73.26,2.5
1,2019-03-01 00:27:35,2019-03-01 00:50:42,1,9.90,1,N,132,177,1,29,0.5,0.5,6.05,0,0.3,36.35,0
2,2019-03-01 00:06:49,2019-03-01 00:15:10,1,2.50,1,N,41,143,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-03-01 00:32:35,2019-03-01 00:42:22,1,1.50,1,N,50,230,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
1,2019-03-01 00:12:24,2019-03-01 00:34:52,1,3.90,1,N,186,88,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,2019-03-01 00:04:21,2019-03-01 00:27:06,1,4.70,1,N,237,209,1,18,3,0.5,5.45,0,0.3,27.25,2.5
1,2019-03-01 00:56:40,2019-03-01 01:08:23,1,5.40,1,N,238,243,1,17.5,3,0.5,4.25,0,0.3,25.55,2.5
2,2019-03-01 00:12:26,2019-03-01 00:21:44,2,2.21,1,N,246,50,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
2,2019-03-01 00:28:58,2019-03-01 00:46:57,2,4.43,1,N,48,145,1,16,0.5,0.5,5.94,0,0.3,25.74,2.5
2,2019-02-28 23:59:29,2019-03-01 00:04:47,1,1.95,1,N,142,151,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
